,is_canceled,lead_time,Direct(bool),precancel(bool),prebook(bool),change_room(bool),reserve_change(bool),parkinglot(bool),special_request(bool),customer_type(label),Contract,Group,Transient,Transient-Party
68,1,71,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
69,1,63,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
70,1,62,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
71,1,101,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
72,0,2,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
73,0,15,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
74,1,51,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
75,0,3,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
76,1,48,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
77,0,2,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
78,0,72,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
79,0,81,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
80,0,99,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
81,1,368,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
82,0,364,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
83,1,81,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
84,0,99,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
85,0,324,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
86,0,69,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
87,1,79,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
88,0,12,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
89,0,9,0.0,0,0,1,0,1.0,1.0,2,0,0,1,0
90,0,1,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
91,0,21,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
92,0,9,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
93,0,109,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
94,1,109,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
95,1,72,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
96,1,63,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
97,0,63,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
98,0,101,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
99,0,102,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
100,0,4,1.0,0,0,1,0,0.0,1.0,2,0,0,1,0
101,0,98,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
102,0,92,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
103,0,95,0.0,0,0,1,0,1.0,1.0,2,0,0,1,0
104,0,102,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
105,1,26,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
106,1,73,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
107,1,102,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
108,0,115,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
109,0,102,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
110,0,86,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
111,0,78,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
112,0,52,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
113,0,29,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
114,1,101,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
115,0,109,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
116,0,92,0.0,0,0,0,0,0.0,1.0,0,1,0,0,0
117,0,92,0.0,0,0,0,0,0.0,1.0,0,1,0,0,0
118,0,79,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
119,0,2,0.0,0,0,1,0,1.0,0.0,2,0,0,1,0
120,0,30,0.0,0,0,1,0,0.0,0.0,0,1,0,0,0
121,1,51,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
122,1,36,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
123,1,73,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
124,1,33,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
125,0,32,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
126,0,8,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
127,0,100,0.0,0,0,1,0,1.0,1.0,3,0,0,0,1
128,0,1,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
129,0,100,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
130,0,100,0.0,0,0,1,0,0.0,1.0,3,0,0,0,1
131,0,9,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
132,1,5,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
133,0,0,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
134,0,9,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
135,0,2,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
136,0,2,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
137,0,9,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
138,1,5,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
139,0,2,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
140,0,44,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
141,0,80,0.0,0,0,1,0,1.0,0.0,2,0,0,1,0
142,0,97,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
143,0,109,0.0,0,0,1,0,1.0,1.0,2,0,0,1,0
144,0,30,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
145,0,64,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
146,0,39,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
147,0,90,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
148,1,34,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
149,1,93,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
150,0,97,1.0,0,0,0,0,1.0,1.0,2,0,0,1,0
151,0,29,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
152,1,101,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
153,0,27,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
154,0,8,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
155,0,82,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
156,0,94,1.0,0,0,1,0,1.0,1.0,2,0,0,1,0
157,0,110,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
158,0,96,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
159,0,79,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
160,0,115,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
161,0,111,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
162,0,51,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
163,0,94,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
164,0,81,1.0,0,0,0,0,1.0,0.0,2,0,0,1,0
165,0,84,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
166,0,51,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
167,0,111,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
168,0,0,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
169,0,2,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
170,0,7,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
171,0,98,0.0,0,0,1,0,1.0,1.0,2,0,0,1,0
172,0,95,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
173,1,48,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
174,0,66,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
175,0,104,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
176,0,28,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
177,0,34,1.0,0,0,0,0,1.0,0.0,2,0,0,1,0
178,0,98,0.0,0,0,1,0,1.0,1.0,2,0,0,1,0
179,0,104,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
180,0,68,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
181,1,86,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
182,0,258,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
183,0,111,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
184,1,94,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
185,0,112,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
186,0,100,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
187,0,33,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
188,0,97,0.0,0,0,0,0,0.0,1.0,0,1,0,0,0
189,0,80,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
190,0,90,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
191,0,111,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
192,0,65,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
193,1,67,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
194,0,55,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
195,0,21,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
196,0,8,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
197,0,8,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
198,0,0,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
199,0,0,1.0,0,0,0,0,1.0,0.0,2,0,0,1,0
200,0,0,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
201,0,8,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
202,0,66,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
203,0,88,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
204,0,0,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
205,1,43,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
206,1,88,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
207,0,54,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
208,1,292,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
209,0,112,0.0,0,0,0,0,0.0,1.0,0,1,0,0,0
210,0,68,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
211,0,7,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
212,0,1,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
213,1,113,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
214,0,5,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
215,0,83,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
216,1,105,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
217,0,0,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
218,1,1,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
219,1,1,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
220,0,1,0.0,0,0,1,0,1.0,1.0,2,0,0,1,0
221,1,102,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
222,0,113,1.0,0,0,0,0,1.0,1.0,2,0,0,1,0
223,1,280,0.0,0,0,0,0,0.0,1.0,0,1,0,0,0
224,0,96,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
225,0,394,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
226,0,33,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
227,0,82,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
228,0,100,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
229,0,100,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
230,0,17,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
231,0,68,1.0,0,0,1,0,1.0,1.0,2,0,0,1,0
232,0,12,1.0,0,0,1,0,1.0,0.0,2,0,0,1,0
233,1,77,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
234,1,24,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
235,1,44,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
236,0,78,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
237,1,17,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
238,1,103,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
239,0,16,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
240,0,14,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
241,0,77,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
242,0,90,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
243,0,90,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
244,0,90,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
245,0,366,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
246,0,249,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
247,1,69,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
248,0,10,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
249,0,22,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
250,0,91,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
251,0,23,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
252,0,11,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
253,0,3,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
254,0,13,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
255,0,108,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
256,0,91,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
257,0,37,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
258,0,21,1.0,0,0,1,0,0.0,1.0,2,0,0,1,0
259,0,106,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
260,0,30,1.0,0,0,0,0,0.0,1.0,3,0,0,0,1
261,0,30,1.0,0,0,0,0,0.0,1.0,3,0,0,0,1
262,1,51,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
263,0,79,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
264,0,21,1.0,0,0,0,0,1.0,1.0,2,0,0,1,0
265,0,35,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
266,0,78,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
267,0,31,1.0,0,0,0,0,1.0,1.0,2,0,0,1,0
268,0,78,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
269,0,78,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
270,0,44,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
271,0,34,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
272,0,87,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
273,0,11,1.0,0,0,0,0,1.0,0.0,2,0,0,1,0
274,0,115,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
275,0,86,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
276,0,41,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
277,0,32,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
278,0,34,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
279,0,34,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
280,1,100,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
281,0,44,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
282,0,304,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
283,1,36,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
284,0,117,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
285,0,70,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
286,0,110,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
287,1,109,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
288,0,33,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
289,0,33,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
290,0,33,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
291,0,0,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
292,0,0,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
293,0,0,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
294,0,0,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
295,0,84,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
296,0,71,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
297,0,16,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
298,0,54,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
299,0,8,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
300,0,36,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
301,0,40,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
302,1,59,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
303,0,79,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
304,0,32,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
305,0,110,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
306,0,33,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
307,0,53,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
308,0,2,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
309,0,8,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
310,1,72,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
311,0,12,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
312,0,48,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
313,0,90,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
314,0,34,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
315,1,58,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
316,0,59,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
317,0,90,0.0,0,0,0,0,1.0,1.0,3,0,0,0,1
318,0,116,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
319,0,31,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
320,1,51,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
321,0,48,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
322,0,59,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
323,1,97,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
324,0,12,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
325,0,64,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
326,0,31,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
327,0,59,0.0,0,0,0,0,1.0,1.0,0,1,0,0,0
328,1,55,0.0,0,0,0,0,0.0,1.0,0,1,0,0,0
329,0,81,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
330,0,1,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
331,0,34,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
332,0,13,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
333,0,40,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
334,0,1,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
335,0,34,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
336,0,88,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
337,0,9,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
338,1,24,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
339,0,97,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
340,0,60,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
341,0,100,1.0,0,0,0,0,1.0,1.0,2,0,0,1,0
342,0,50,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
343,1,47,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
344,0,8,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
345,0,34,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
346,0,47,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
347,0,115,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
348,1,79,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
349,0,91,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
350,0,98,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
351,0,109,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
352,0,0,0.0,0,0,1,0,1.0,0.0,2,0,0,1,0
353,0,98,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
354,0,0,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
355,0,9,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
356,0,62,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
357,1,45,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
358,0,42,0.0,0,0,1,0,1.0,0.0,2,0,0,1,0
359,0,54,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
360,0,51,0.0,0,0,0,0,1.0,0.0,2,0,0,1,0
361,0,54,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
362,0,58,1.0,0,0,1,0,1.0,1.0,2,0,0,1,0
363,0,0,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
364,1,60,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
365,1,321,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
366,0,40,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
367,1,51,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0
368,0,38,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
369,1,75,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
370,0,101,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
371,1,42,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
372,0,40,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
373,0,109,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
374,1,81,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
375,1,98,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
376,0,32,0.0,0,0,1,0,0.0,0.0,2,0,0,1,0
377,0,72,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
378,0,115,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
379,0,118,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
380,0,81,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
381,1,95,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
382,0,16,0.0,0,0,0,0,1.0,1.0,2,0,0,1,0
