,is_canceled,lead_time,Direct(bool),precancel(bool),prebook(bool),change_room(bool),reserve_change(bool),parkinglot(bool),special_request(bool),customer_type(label),Contract,Group,Transient,Transient-Party
95,0,3,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
96,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
97,1,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
98,1,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
99,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
100,1,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
101,0,61,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
102,0,3,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
103,0,66,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
104,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
105,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
106,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
107,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
108,1,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
109,1,114,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
110,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
111,1,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
112,0,3,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
113,0,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
114,1,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
115,1,96,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
116,1,69,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
117,1,59,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
118,0,96,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
119,1,60,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
120,1,122,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
121,1,60,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
122,1,60,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
123,1,60,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
124,1,122,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
125,1,60,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
126,1,123,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
127,1,60,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
128,1,73,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
129,1,77,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
130,1,123,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
131,1,94,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
132,1,120,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
133,1,94,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
134,1,0,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
135,1,79,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
136,1,92,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
137,1,92,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
138,1,125,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
139,0,0,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
140,1,62,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
141,1,109,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
142,1,109,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
143,1,109,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
144,1,80,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
145,1,122,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
146,1,82,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
147,1,82,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
148,1,107,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
149,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
150,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
151,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
152,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
153,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
154,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
155,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
156,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
157,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
158,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
159,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
160,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
161,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
162,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
163,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
164,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
165,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
166,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
167,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
168,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
169,0,18,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
170,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
171,0,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
172,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
173,0,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
174,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
175,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
176,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
177,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
178,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
179,0,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
180,0,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
181,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
182,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
183,0,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
184,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
185,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
186,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
187,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
188,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
189,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
190,0,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
191,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
192,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
193,1,103,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
194,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
195,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
196,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
197,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
198,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
199,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
200,1,88,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
201,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
202,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
203,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
204,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
205,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
206,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
207,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
208,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
209,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
210,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
211,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
212,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
213,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
214,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
215,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
216,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
217,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
218,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
219,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
220,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
221,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
222,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
223,0,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
224,1,12,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
225,0,12,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
226,1,118,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
227,1,82,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
228,1,82,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
229,1,96,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
230,1,108,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
231,1,119,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
232,1,119,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
233,0,90,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
234,0,62,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
235,1,67,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
236,1,106,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
237,0,20,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
238,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
239,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
240,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
241,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
242,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
243,1,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
244,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
245,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
246,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
247,1,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
248,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
249,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
250,0,20,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
251,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
252,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
253,0,20,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
254,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
255,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
256,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
257,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
258,1,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
259,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
260,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
261,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
262,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
263,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
264,1,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
265,0,20,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
266,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
267,0,20,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
268,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
269,1,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
270,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
271,1,99,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
272,1,112,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
273,1,69,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
274,1,96,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
275,1,72,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
276,1,69,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
277,1,69,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
278,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
279,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
280,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
281,0,20,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
282,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
283,0,111,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
284,1,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
285,0,20,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
286,1,22,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
287,1,93,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
288,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
289,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
290,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
291,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
292,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
293,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
294,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
295,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
296,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
297,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
298,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
299,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
300,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
301,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
302,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
303,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
304,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
305,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
306,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
307,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
308,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
309,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
310,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
311,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
312,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
313,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
314,0,110,0.0,0,0,1,0,0.0,1.0,3,0,0,0,1
315,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
316,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
317,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
318,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
319,0,132,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
320,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
321,0,110,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
322,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
323,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
324,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
325,0,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
326,1,96,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
327,1,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
328,1,2,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
329,1,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
330,1,132,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
331,1,2,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
332,1,85,0.0,0,0,0,0,0.0,0.0,2,0,0,1,0
333,0,0,1.0,0,0,0,0,0.0,0.0,2,0,0,1,0
334,0,0,1.0,0,0,1,0,0.0,1.0,2,0,0,1,0
335,0,0,1.0,0,0,0,0,0.0,1.0,2,0,0,1,0
336,0,0,1.0,0,0,1,0,0.0,0.0,2,0,0,1,0
337,0,0,1.0,0,0,1,0,0.0,1.0,2,0,0,1,0
338,0,15,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
339,0,84,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
340,0,0,1.0,0,0,1,0,0.0,1.0,2,0,0,1,0
341,0,15,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
342,0,84,0.0,0,0,1,0,0.0,1.0,2,0,0,1,0
343,1,98,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
344,1,124,0.0,0,0,0,0,0.0,1.0,2,0,0,1,0
345,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
346,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
347,0,16,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
348,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
349,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
350,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
351,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
352,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
353,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
354,0,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
355,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
356,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
357,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
358,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
359,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
360,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
361,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
362,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
363,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
364,0,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
365,0,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
366,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
367,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
368,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
369,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
370,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
371,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
372,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
373,0,110,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
374,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
375,0,16,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
376,0,16,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
377,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
378,1,110,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
379,0,19,0.0,0,0,0,0,0.0,1.0,3,0,0,0,1
380,0,19,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
381,0,19,0.0,0,0,0,0,0.0,0.0,3,0,0,0,1
382,0,19,0.0,0,0,1,0,0.0,0.0,3,0,0,0,1
